feature,odds_ratio,p_value,coefficient
rs573497334,1.5887744978260314,0.0015134740843705252,0.46296296296269784
rs1810562,1.22593485967839,3.431203587922482e-08,0.20370370370308827
rs34287378,0.8518769057968886,3.431203587922482e-08,-0.16031323935480965
rs10432140,0.8778385215230382,1.199188466305401e-07,-0.13029261852246637
rs34850647,0.8962149116978085,3.623687039322476e-08,-0.10957503796266135
rs2242304,0.9167496436825344,2.478493485114086e-06,-0.08692086070540553
rs4957020,0.921902508379067,8.902008388700366e-05,-0.08131580030151239
rs199726057,0.9261738392854536,5.410714378539794e-06,-0.07669333054551655
rs2698916,0.9559532491458875,0.006907473196254399,-0.045046269693568536
rs1019817862,0.9566367810416223,3.4464610942919194e-08,-0.04433149871385265
rs10093792,0.958511171778533,2.161270837852669e-07,-0.04237406108336821
rs1040073,0.9594743379163325,4.779001055732479e-05,-0.041369709159023604
rs3818162,0.9706480492193998,0.004521888522303952,-0.02979133858004132
rs879011934,0.9721364692211247,3.4799889858661004e-08,-0.02825908394366042
rs28381681,1.0267174099145269,0.0203325011007649,0.026366732337408678
rs12729701,0.9778199907838016,0.0035986489510055897,-0.022429684391435147
rs477000,0.9807615184773981,0.02824062864592225,-0.019425949401260287
rs2241575,0.9812675451646152,8.257036898662307e-08,-0.01891012962283394
rs1395753855,0.9853629400288878,4.412127863062665e-08,-0.0147452386429513
rs1055409,0.9876098865681779,3.431203587922482e-08,-0.012467510860350573
rs2757721,0.9904897385389444,4.353043103755283e-08,-0.009555772777110078
rs1871775,0.9909966484877735,0.004561792212277371,-0.009044126607642405
rs9380697,0.9914115718740346,0.003785235091523731,-0.00862552120835245
rs62339427,0.9926013229859332,3.711319007670966e-08,-0.007426182980668902
rs17671456,0.9955437756142247,6.668471493664896e-06,-0.0044661829497399325
rs11707679,0.9973589413091329,5.697875354648829e-06,-0.0026445524391900286
rs3738487,0.9974936259965798,0.0003859651980118173,-0.00250952021690068
rs450876,0.9985244334909484,5.3697957191900514e-08,-0.001476656229414704
rs1051483,0.9987716340985566,3.431203587922482e-08,-0.0012291209612270344
rs12928073,1.00011378587241,3.431203587922482e-08,0.00011377939928882528
