feature,odds_ratio,p_value,coefficient
rs473351,0.7346169436514876,0.008531618073439384,-0.30840608072305165
rs1282930808,0.7442628799356226,1.1803713562130724e-10,-0.2953609733097323
rs12410657,1.1812419643183796,6.409806019291864e-11,0.16656639710924168
rs959033630,0.8825425317568196,1.1476997130444033e-10,-0.12494829671071753
rs62295243,0.904573810233179,2.909702478959275e-09,-0.10029137412272804
rs3812410,0.9281588491786448,0.00010165308428167208,-0.07455238716059545
rs886722230,0.9611284529262577,0.0026738338439946663,-0.03964721304812455
rs142021259,0.96536123136334,4.954868026985082e-08,-0.035252914669270934
rs7120352,0.9723523096040642,1.2005915093427078e-05,-0.028037081753494716
rs3030321,1.0267704462254421,6.409806019291864e-11,0.026418387194551782
rs1009012,0.978595874713166,0.0005848991371932843,-0.021636515634501023
rs3130497,0.9786525007177234,1.392039816749957e-10,-0.021578652764071296
rs796088806,0.9868723071492018,6.409806019291864e-11,-0.013214622640473355
rs2182119,0.9874303120729013,0.001579691544261852,-0.01264935474980165
rs7552892,0.9877083048806016,0.0007893847441344803,-0.012367862800679948
rs543739883,0.9891842116128142,8.120548677936767e-11,-0.010874704225681127
rs7589663,0.9912405368365803,6.409806019291864e-11,-0.00879805277566792
rs4643791,0.9921129963559993,4.779227791940066e-05,-0.007918270567309487
rs35449323,0.9927266350553328,6.0487087598648515e-06,-0.0072999448253471665
rs11746396,0.9954409692189957,7.983191885330143e-11,-0.004569454856355015
rs12646667,0.9963225546415192,6.406053465468631e-11,-0.003684223783958737
rs12486011,0.9980121476685031,4.9128218160277015e-08,-0.001989830732223277
rs1027340,0.9987085112044549,6.409806019291864e-11,-0.0012923234859391658
rs4073592,0.9992953610206269,6.409806019291864e-11,-0.0007048873541018932
rs10924912,0.9997639255568113,6.403766406037903e-11,-0.00023610231314643085
rs58485965,1.0001624050479916,6.409806019291864e-11,0.00016239186171934197
