feature,odds_ratio,p_value,coefficient
rs3124409,1.4155161506851555,0.00016685806981198148,0.347494235384736
rs3815701,0.7568414654521234,2.5340285425556885e-09,-0.2786014722431361
rs663457,0.7869688834850498,8.921508081627394e-05,-0.23956656948482405
rs314157,0.7983850045655404,7.4200339206242916e-09,-0.22516433601805225
rs11101333,0.8197871028366035,6.1392051442510365e-09,-0.1987106031207888
rs6710987,0.8567373583146336,6.529035090352409e-09,-0.1546238737320979
rs760518500,1.1535649948949198,2.5340285425556885e-09,0.14285714285697987
rs779834291,1.0795880888666427,2.5340285425556885e-09,0.07657956918740268
rs78492676,1.0762355901801826,2.5340285425556885e-09,0.07346938775512592
rs2502984,0.9390906478514398,2.5340285425556885e-09,-0.0628432678502272
rs2501105,0.9406120582637529,8.03550603833969e-08,-0.06122448979602292
rs7805565,0.9444591369946002,5.9636021991771315e-06,-0.057142857143142656
rs7940775,0.9494285100869945,2.2761274109939222e-07,-0.05189504373185641
rs80076554,0.9585578394622691,0.0020816193261712357,-0.04232537459011032
rs9977791,1.0312967373885167,2.5340285425556885e-09,0.03081697874379959
rs531255901,1.0180158860479243,5.8752872245548815e-05,0.017855523161703715
rs55702334,1.0040798882021285,2.5340285425556885e-09,0.004071588026457889
