feature,odds_ratio,p_value,coefficient
rs4794758,1.9477340410529445,0.01671227429109967,0.6666666666657778
rs2172839,0.6627742546340063,0.02642105159467323,-0.41132083752451587
rs11429372,0.9295383863555925,2.5412338899855058e-11,-0.07306717481904898
rs78256267,0.9574694853837171,3.3150040490426136e-09,-0.043461427486113195
rs898511,0.9643602524180706,2.5412338899855058e-11,-0.036290348354348384
rs4428268,0.9729947581784454,2.5412338899855058e-11,-0.02737658408870572
rs7247842,1.0267174099148035,2.6093127658555204e-11,0.02636673233767813
rs572834863,0.9815862398427185,2.878579596909958e-10,-0.01858540377382981
rs35382597,0.981831810082529,2.628808282167938e-11,-0.01833525812491886
rs59102347,0.9818949782369748,2.5412116855250133e-11,-0.018270923152413153
rs10556539,0.9889512135342781,2.0040096027074128e-08,-0.011110277661808495
rs7443763,0.990286722637813,2.5412338899855058e-11,-0.009760758958863953
rs6696929,0.9925655941366743,1.2270739979669543e-10,-0.0074621787943756
rs2813482,0.9938171505026256,4.659739261114737e-11,-0.006202042463705626
rs3215819,0.9945644120045922,0.0033920449312403456,-0.005450414555624979
rs57409828,0.9950625977737949,3.810463056197477e-11,-0.004949631466970017
rs4712961,0.9969343538736521,2.5712765250318625e-11,-0.003070354845407251
rs412762,0.9973674121820915,2.5387025814893605e-11,-0.0026360591709843322
rs201077914,0.9998567094277281,2.5412338899855058e-11,-0.00014330083934677187
rs317910,1.000113785872149,2.5412338899855058e-11,0.00011377939902772062
