feature,odds_ratio,p_value,coefficient
rs1326294585,1.9477340410529445,0.0009680190506526909,0.6666666666657778
rs1518268,0.7593939953612259,0.033762940862481106,-0.2752345382986224
rs11687519,0.8065131437279769,0.027364344787498718,-0.21503508430481555
rs7550736,0.8961167680126588,6.834168786440387e-10,-0.10968455305560848
rs34808574,0.9636207712356217,0.0031300657020423284,-0.03705745260448231
rs55829830,0.9640492572080422,9.707012971205131e-10,-0.0366128889881423
rs3102841,0.9699467783877084,1.4628047662057497e-09,-0.03051407663153037
rs2857662,1.0267174099148035,6.843412503343416e-10,0.02636673233767813
rs781322819,0.9769727172367008,6.843412503343416e-10,-0.023296552368466304
rs35082762,0.9851885372388541,6.843412503343416e-10,-0.014922247761973055
rs2672811,0.9882389380978017,6.88486379019082e-10,-0.011830770292930285
rs4949926,0.9929779601300831,2.6239369721459127e-06,-0.007046810419855209
rs72735265,0.9931993289518095,3.3304496938058037e-09,-0.0068239009909136575
rs1187927236,0.9941092366171271,4.257747352465202e-07,-0.0059081823705996244
rs829573,0.9956514566438858,2.332868564991486e-09,-0.004358025770552678
rs4665326,0.9959322735835323,6.843412503343416e-10,-0.004076022119643627
rs1040831,0.9961943225053593,0.0034252142332467095,-0.003812937510610306
rs12374796,0.9976391454636115,2.5945231962865023e-08,-0.002363645747420272
rs9915799,0.9978819835972974,6.843245969889722e-10,-0.002120262571619136
rs145992513,0.997987840750736,1.2840646324008276e-09,-0.0020141863613909704
rs62113963,0.9981577300240478,6.843412503343416e-10,-0.001843969042364319
rs1240516714,0.9982654737934732,1.2263227433528812e-07,-0.0017360322388610644
rs10945756,0.9985931535014473,6.852394207612633e-10,-0.0014078370362199631
rs11689348,0.9988105155572249,6.843412503343416e-10,-0.0011901924408857947
rs62114164,0.9988266137396776,6.843412503343416e-10,-0.0011740752169746244
rs972507526,0.9991743318383737,6.843412503343416e-10,-0.0008260092133261839
rs1006431976,0.9992283625547975,6.843412503343416e-10,-0.0007719353106152022
rs933057,0.9993307473300594,6.843412503343416e-10,-0.0006694767194780245
rs57005437,0.9996730352180393,0.0011566243539544718,-0.00032701824659934684
rs112989801,0.9997283286156297,8.151992414440201e-10,-0.00027170829372585186
rs769319984,0.9998272961790865,2.250289607252931e-05,-0.0001727187359356757
rs3867391,0.9998880183606206,6.843412503343416e-10,-0.00011198790979129487
rs4761722,0.9999519995714509,6.843412503343416e-10,-4.8001580606543966e-05
rs78302479,0.9999798186252675,6.843412503343416e-10,-2.0181578379092408e-05
rs6671290,0.9999965247231212,6.843412503343416e-10,-3.4752829176548142e-06
rs3751297,0.9999974370220314,6.843412503343416e-10,-2.5629812531003738e-06
rs17718987,0.9999975308692054,6.843412503343416e-10,-2.469133842894724e-06
