feature,odds_ratio,p_value,coefficient
rs2289065,0.7321116698456712,0.006535451521425317,-0.3118222222220928
rs6712022,0.7648575946860564,1.704610674835294e-08,-0.2680656132209814
rs57453382,0.8325995059276294,2.3112612046460868e-08,-0.18320253763048264
rs1827293,0.8440968695049252,5.453677065503371e-09,-0.1694880166773103
rs1345890614,0.863770337066591,4.9582342676046665e-09,-0.14644835909310744
rs2275598,0.8798298255939834,1.4183643555210068e-06,-0.1280267702170463
rs3730086,0.9287801185682428,1.8658452916042734e-07,-0.07388325433117088
rs57137391,1.0737415633297573,3.212004326291762e-06,0.0711493370838371
rs201183344,0.95993856221368,0.0012568909998535993,-0.04088599426227822
rs61852522,0.9705312112600084,0.00013122727668801737,-0.029911716910792367
rs1198646128,0.9711351132442131,0.00021836885931914018,-0.029289671818846234
rs1656919,0.9956243650561561,0.00020109041377169845,-0.0043852360519571944
rs35852306,1.0009256932459358,4.5703911766281635e-09,0.0009252650561709349
