feature,odds_ratio,p_value,coefficient
rs12608926,0.2064737049922585,0.03535454806143745,-1.5775822112882751
rs1253118133,0.47302214211465665,0.04307541474287979,-0.7486130795041288
rs7663973,1.935108681943062,0.01177888059577703,0.6601634912833166
rs7783047,0.6867281806263021,0.0063673383313591625,-0.37581672644261405
rs2072281,0.7206740127983706,7.126383927413826e-10,-0.3275683759807933
rs2274716,1.3121149456407375,6.843303701487002e-10,0.27164029769093684
rs1191955020,0.7857684001900674,0.04174695897480207,-0.2410931862193454
rs1949297714,1.1938526609616158,7.485487785174882e-10,0.17718560782642706
rs12154787,0.8382232563553108,3.9598229239157234e-05,-0.17647079828395276
rs796790034,0.8506287106001534,0.016104292841682133,-0.16177954338147896
rs4298438,1.1752074932601533,0.0018681743699004993,0.1614447220145831
rs112280833,0.8553638382900948,0.04402209434033533,-0.15622835870287574
rs6806817,1.151264121982373,0.025610537833357983,0.14086057516350023
rs7839640,1.1468277592572984,0.0045506467367135706,0.13699966057410928
rs8107329,1.138480886141295,7.093721166029354e-10,0.12969481774769617
rs76729423,1.1272529266378926,6.843412503343416e-10,0.11978363457906392
rs1458255477,1.1229299458600202,6.843412503343416e-10,0.1159412925638725
rs1426354536,1.122483058005624,6.839999677765718e-10,0.1155432474296123
rs756257335,1.1096632139684557,6.840215061032495e-10,0.1040565584466324
rs92070,0.9029581638283518,1.973322838466629e-09,-0.10207905683958936
rs11171806,0.9074906168533684,0.01808937011486167,-0.09707205245210165
rs111369383,0.9084690337201764,0.00027665138733312666,-0.09599447678991713
rs34068320,0.9107818078294474,0.0006548118505564915,-0.09345191882882689
rs1233419401,0.9123093043413805,0.000308425186668293,-0.09177619690886873
rs7646496,0.9143761480568026,6.872571400862171e-10,-0.08951325164402238
rs10665154,1.0915354712309244,0.00044470860196899054,0.08758539417192057
rs2748331,1.0857746739974288,6.917675321460592e-10,0.082293717477299
rs7102083,0.9313457144797297,5.1723800797987e-09,-0.07112473392056261
rs9602223,0.9332059885889163,3.525920271352234e-05,-0.0691293215934335
rs72758135,0.9395927902669579,7.144220763266595e-05,-0.062308699420775555
rs141333878,0.94316613066688,0.003929794152592425,-0.058512839365889434
rs4282300,0.9453071144704195,5.5117423292116996e-08,-0.05624541542824758
rs2057608434,1.0539436137408063,6.843412503343416e-10,0.0525389512885191
rs11187280,0.9495092901811738,6.843261513012067e-10,-0.051809964489959455
rs35160510,0.9552571569294415,6.73341498114155e-08,-0.045774700477550105
rs3113053,1.041730323325067,6.843412503343416e-10,0.040883103045155585
rs2066401912,1.0409107331982363,6.843412503343416e-10,0.040096034945663946
rs182667095,0.9613498873631229,8.6124438722468e-05,-0.03941684952911494
rs2957062,0.9619854713540593,6.848903666423212e-10,-0.038755930973032954
rs72818431,0.9621629002505003,1.697360252350677e-09,-0.03857150767224984
rs4935425,0.9654539244715932,0.0009027752237005249,-0.03515690018746586
rs7736166,0.9664672572295664,1.3400744292013655e-08,-0.03410785858007385
rs1344186741,0.9675564643020009,3.147572269490695e-07,-0.032981494745479345
rs28401666,0.9683811083447667,4.6243070528362296e-07,-0.032129562220077956
rs12083307,1.0319548425960872,4.148444254781225e-09,0.031454908927663755
rs1673572471,1.0318007969551561,6.843412503343416e-10,0.031305622221171225
rs34411259,1.0314995314183208,8.639451376524221e-10,0.031013599256958534
rs894362579,0.9704047136717242,6.843412503343416e-10,-0.0300420639117814
rs2866929,0.9712370886327015,8.802605311331035e-10,-0.02918467094570399
rs114098136,0.9724681956378247,1.613392530686042e-09,-0.02791790773863284
rs1239333,0.9741692430998203,4.353169824611314e-09,-0.026170229551503145
rs2232903,1.0260634662274106,6.843412503343416e-10,0.025729602756908207
rs77051374,1.0254899051502369,5.114212386914119e-09,0.02517045464980151
rs1435502613,0.9762313801268788,4.46200238979344e-08,-0.024055650863519646
rs5837238,1.0242237008693789,6.841212041308609e-10,0.023934960639120744
rs3120712,0.9776294817255293,1.1061387028554748e-07,-0.022624533771644893
rs539435490,1.0226430956691563,0.003111355477484201,0.022390546007871503
rs1157421495,1.0219071960791983,6.843412503343416e-10,0.021670681473644027
rs1938439342,0.9786499187909552,6.830822574244166e-10,-0.02158129101429
rs56199968,0.9793565080645814,5.341271284597937e-06,-0.02085954741364855
rs71000361,0.9807954044597806,6.84206691303757e-10,-0.019391399313022046
rs1363502477,1.0194052647485212,6.843412503343416e-10,0.019219383466600265
rs1263015525,0.9814468004251272,0.0009029436580896277,-0.01872746905237113
rs1208811237,0.9816729733260079,1.551409170019724e-07,-0.01849704714444118
rs3842480,0.9821484161270808,6.843412503343416e-10,-0.01801284546203222
rs17348528,1.0171051070479349,6.840310540212613e-10,0.016960461822467514
rs2449916,0.9837489479286579,1.9354485147893286e-07,-0.016384548700998997
rs7565385,0.9865150872288405,1.0733893773817726e-08,-0.013576659942708815
rs7611925,0.9866329716871128,6.840001898211767e-10,-0.01345717123239143
rs784393,0.9869482768336605,6.839022681504048e-10,-0.013137645345664832
rs2013558,0.9871381610756942,0.04553752781267728,-0.012945268518619248
rs7277366,1.0125240429727167,6.843294819702805e-10,0.012446265862514898
rs367631589,0.9877635884898329,8.167615472842726e-10,-0.01231189277201862
rs3040504,0.9879458342151091,6.843412503343416e-10,-0.012127406406059405
rs1571013910,0.9880607125933175,1.2819110217776597e-09,-0.012011133129006323
rs7190821,0.9886784723069029,6.843412503343416e-10,-0.011386104052418569
rs1814591,0.9891252883986397,7.274161273329582e-10,-0.010934273483364556
rs1028165646,0.9892412839631998,1.0456440158179703e-09,-0.010817009507806648
rs10737762,0.9901117474208344,2.937088083854178e-08,-0.009937466040877337
rs2049367,1.0098221964434102,2.7758115805909256e-09,0.009774272230421772
rs777869394,0.9903617912529052,8.449343891214767e-09,-0.009684956902515618
rs62085919,0.9904339735995479,6.84333922862379e-10,-0.0096120747326772
rs196596,1.009505359840283,9.697555266363622e-06,0.009460468157634086
rs971838599,0.9906236422209219,2.7557539672429243e-07,-0.009420592546153305
rs890403,0.9916128286939947,0.00012678594428994217,-0.00842254153690364
rs11700452,1.0081327738194872,4.398357891455262e-06,0.008099881033866779
rs112572902,0.9932377800322327,6.843412503343416e-10,-0.0067851873762171605
rs707071,0.9932413385629032,0.0009987006373148866,-0.0067816046245666095
