feature,odds_ratio,p_value,coefficient
rs397818948,0.7618065090337607,7.069264063019887e-09,-0.27206268069248596
rs531033246,1.301606846582619,4.559476129983864e-09,0.2635995370368675
rs111550670,0.8041147624194394,5.16116882565143e-09,-0.21801328066179831
rs5849013,0.8171915488884904,4.5703911766281635e-09,-0.20188175763828906
rs5892147,0.8262971082168608,1.2173885677313478e-08,-0.1908008749581636
rs1392411391,1.1813604128649244,4.5703911766281635e-09,0.16666666666605587
rs60206941,1.1596846887763625,4.5703911766281635e-09,0.14814814814813854
rs34109895,0.8757161474847158,4.5703911766281635e-09,-0.13271327310733072
rs529181821,0.8819991064146946,4.5698833606167e-09,-0.1255642361111259
rs6826190,0.9046334477345329,2.0192093088677865e-06,-0.10022544745665601
rs56005987,1.0731538665735048,4.5703911766281635e-09,0.07060185185214256
rs1483462551,0.9375161708969272,4.5703911766281635e-09,-0.0645212723296104
rs644000,0.9687103339480879,0.018970286564553573,-0.03178964475484815
rs762312575,1.0267174099142569,4.5703911766281635e-09,0.02636673233714578
rs200913670,0.9767751184628383,0.0021411488548228608,-0.023498829009213525
rs553789267,1.0178071529102541,4.5703911766281635e-09,0.017650462963044802
rs3815701,0.986869699311426,4.5703911766281635e-09,-0.013217265172037536
rs1325155293,1.0001137858722096,4.5703911766281635e-09,0.00011377939908833423
