feature,odds_ratio,p_value,coefficient
rs298173,4.953032424391944,0.030201571521596415,1.59999999999936
rs7334739,4.953032424391944,0.023993414451698225,1.59999999999936
rs6815735,0.24089060802077772,0.04674139333370175,-1.4234123571666655
rs6765231,0.24089060802077772,0.04232561819123193,-1.4234123571666655
rs1259552033,0.24089060802077772,0.042095309387415236,-1.4234123571666655
rs35649980,0.24089060802077772,0.04095879659040991,-1.4234123571666655
rs9908320,0.2696826558674005,0.04923275767958146,-1.3105093598869355
rs34943500,1.5093511262290753,0.0017913636098390029,0.41167984074262176
rs13303177,1.5093511262290753,0.0017913636098390029,0.41167984074262176
rs1654506531,1.3667738065502255,0.0017913636098390029,0.31245307700617253
rs188068852,1.3667738065502255,0.0017913636098390029,0.31245307700617253
rs1829823361,1.3357469388082672,0.0145066991081233,0.28949064011309683
rs1386714,1.3357469388082672,0.013939007671864179,0.28949064011309683
rs1186570722,1.1618342427293202,0.010980802024910474,0.15000000000089264
rs12325260,1.1618342427293202,0.010462303641844084,0.15000000000089264
rs6060567,1.1119668530243618,0.0017913636098387808,0.10613038695278128
rs337552,1.1119668530243618,0.0017913636098387808,0.10613038695278128
rs28736685,0.9374624697754009,0.0017913636098390029,-0.06457855417845504
rs75763606,0.9785543534800535,0.0017913636098387808,-0.021678945931900367
rs9369551,0.9785543534800535,0.0017913636098387808,-0.021678945931900367
rs1663800581,0.9785543534800535,0.0017913636098387808,-0.021678945931900367
rs1557395390,0.9785543534800535,0.0017913636098387808,-0.021678945931900367
rs7395513,0.9785543534800535,0.0017913636098387808,-0.021678945931900367
rs2083726,1.0046927599164337,0.0017913636098387808,0.004681783245807799
rs60358286,1.0046927599164337,0.001791363609694896,0.004681783245807799
rs4669840,0.9982928855817614,0.0017913636098387808,-0.001708573198496622
