feature,odds_ratio,p_value,coefficient
rs6765231,4.953032424391944,0.027074250264147448,1.59999999999936
rs9908320,4.953032424391944,0.026117211350472846,1.59999999999936
rs6815735,0.23640237734044744,0.038077120614515625,-1.4422199370690867
rs298173,0.23640237734044744,0.04163406391713176,-1.4422199370690867
rs7334739,0.23640237734044744,0.03956459872117457,-1.4422199370690867
rs1259552033,0.23640237734044744,0.039471590323128414,-1.4422199370690867
rs35649980,0.23640237734044744,0.04438135898008655,-1.4422199370690867
rs11663928,1.5081081393002997,0.0008581206663935692,0.4108559774260351
rs2039594649,1.5081081393002997,0.0008581206663935692,0.4108559774260351
rs540286157,1.341308321689548,0.0008581206663935692,0.2936454971037451
rs2728688,1.341308321689548,0.0008581206663935692,0.2936454971037451
rs1008048651,1.3357469388082672,0.011373331455922342,0.28949064011309683
rs76340447,1.3357469388082672,0.012549190005814559,0.28949064011309683
rs35000902,1.1618342427293202,0.008370535325509909,0.15000000000089264
rs532468651,1.1618342427293202,0.009191137919692283,0.15000000000089264
rs112217170,1.1119668530243618,0.0008581206663935692,0.10613038695278128
rs28736685,1.1119668530243618,0.0008581206663935692,0.10613038695278128
rs75763606,0.9785543534800293,0.0008581206663937913,-0.02167894593192515
rs2083726,0.9785543534800293,0.0008581206663937913,-0.02167894593192515
rs9369551,0.9785543534800293,0.0008581206663937913,-0.02167894593192515
rs60358286,0.9785543534800293,0.0008581206663937913,-0.02167894593192515
rs1557395390,0.9785543534800293,0.0008581206663937913,-0.02167894593192515
rs7395513,0.9785543534800293,0.0008581206663937913,-0.02167894593192515
rs1663800581,1.0046927599164146,0.0008581206663935692,0.004681783245788943
rs4669840,1.0046927599164146,0.0008581206663935692,0.004681783245788943
