feature,odds_ratio,p_value,coefficient
rs73322617,1.9477340410529445,0.0007586291344050533,0.6666666666657778
rs1577051879,0.9021702725333343,6.843412503343416e-10,-0.10295200452484009
rs562365144,0.9547784650199032,6.843412503343416e-10,-0.04627593921263929
rs1541227,0.9569043864881772,6.843412503343416e-10,-0.04405180214621106
rs1298903661,0.9634627035534108,6.843412503343416e-10,-0.03722150121434616
rs2191873,0.9654458017800897,6.843412503343416e-10,-0.0351653135622188
rs7275079,0.9736077628170042,6.843412503343416e-10,-0.026746764028153278
rs41283275,1.0267174099148035,1.3476728621952816e-09,0.02636673233767813
rs1232267710,0.9836448769629809,6.843412503343416e-10,-0.016490344464366126
rs7283658,0.9846916207568153,6.843412503343416e-10,-0.01542676220216581
rs56811746,0.989428522294956,7.808964586075717e-10,-0.010627752733661799
rs201760781,0.991300428825349,3.6833249783541078e-09,-0.008737633354506629
rs1806517246,0.9915005866849605,6.839988575535472e-10,-0.00853573930792735
rs76793447,0.9918645708039439,6.843412503343416e-10,-0.00816870238414636
rs4489184,0.9934341327684546,1.6737340402528389e-09,-0.0065875173577343935
rs3829248,0.993456874737721,0.0019991012203242065,-0.006564625342841304
rs990372971,0.9945004237971764,6.843412503343416e-10,-0.00551475454724934
rs6766595,0.9957229954485962,6.843412503343416e-10,-0.004286177098730986
rs1400268289,0.996012752499332,0.0008919065858994379,-0.003995217765316929
rs146609644,0.9962091674842449,6.843412503343416e-10,-0.0037980359317278858
rs1350881944,0.9963976432417114,6.843412503343416e-10,-0.003608860870181333
rs10630363,0.9972479994202543,6.843412503343416e-10,-0.00275579429514434
rs10183391,0.9972998230886371,6.920061948356704e-06,-0.0027038289646472797
rs77763112,0.9975767053184678,6.84159173758303e-10,-0.002426235612210878
rs144392444,0.9978736818302728,3.5929772863596554e-06,-0.002128581993849448
rs139470933,0.9981823201051427,0.006250986571013417,-0.0018193338795377476
rs12797706,0.9981906810517085,6.843412503343416e-10,-0.001810957742852873
rs1275593659,0.9984293128430064,7.298541770950351e-10,-0.0015719219792485208
rs1736656,0.9985458612528112,6.852438616533618e-10,-0.0014551970329908788
rs2295566,0.9986815848163126,6.843412503343416e-10,-0.0013192850576397542
rs3810601,0.9987062781874996,4.3465441048606834e-06,-0.001294559393039857
rs35513437,0.9989775192858625,1.6158791638076764e-08,-0.0010230038041395546
rs517124,0.9990446623725683,6.843412503343416e-10,-0.000955794253267258
rs6928552,0.9990496972435725,6.843412503343416e-10,-0.0009507545803609749
rs66644650,0.9992679733046955,1.2701999509978634e-06,-0.0007322947576729534
rs2758675,0.9993834294162021,6.840310540212613e-10,-0.0006167607416081799
rs225626,0.9995232431683359,6.843412503343416e-10,-0.00047687051633714953
rs6707682,0.9995971020194454,6.843412503343416e-10,-0.00040297916575293783
rs112940334,0.9996609437786266,6.843412503343416e-10,-0.0003391137139299302
rs1326773154,0.9997006293803471,6.843412503343416e-10,-0.00029941543998234996
rs761076398,0.999715094525107,1.902836777034622e-09,-0.000284946068168218
rs1603203971,0.9997254506231448,6.843412503343416e-10,-0.0002745870724350717
rs8089198,0.9997857525174487,6.843412503343416e-10,-0.0002142704368218693
rs145332123,0.9998274735464022,6.843412503343416e-10,-0.0001725413379983769
rs7111183,0.9998425989965374,6.843412503343416e-10,-0.00015741339230056298
rs607332,0.9998457516238526,1.0485428081352666e-09,-0.000154260273651648
rs10893450,0.9998634582992224,6.843412503343416e-10,-0.00013655102344428197
rs10510792,0.9998640586090701,6.843412503343416e-10,-0.00013595063179819256
rs79614462,0.9998754953076384,6.843219324537131e-10,-0.00012451244371414457
rs185445002,0.9998787365678287,1.918447790183464e-06,-0.00012127078517572298
rs2543052,1.000113785872149,6.843412503343416e-10,0.00011377939902772062
rs1385394912,0.9998890877790411,0.008975937316520799,-0.0001109183721741756
rs6955110,0.9998956367775311,6.843412503343416e-10,-0.00010436866868892104
rs62282431,0.9998988082403858,2.9059703532396952e-09,-0.00010119687984573781
rs2272336,0.9999330803799008,6.843412503343416e-10,-6.692185931688964e-05
rs3863078,0.9999374894854431,0.0027776586298244865,-6.251246842048681e-05
rs1800275,0.9999446464542733,6.843412503343416e-10,-5.5355077790755575e-05
rs139284124,0.9999491602468309,6.843412503343416e-10,-5.084104555317641e-05
rs748036,0.9999600171101913,0.023648635564124998,-3.998368914565926e-05
rs10787292,0.9999753525491007,6.843412503343416e-10,-2.464775465268785e-05
rs1928000,0.9999769808939506,6.843412503343416e-10,-2.3019370993140418e-05
rs12940049,0.9999861771082879,6.843412503343416e-10,-1.3822987249147908e-05
rs4654325,0.999990052468806,6.843412503343416e-10,-9.947580671021396e-06
rs1198343264,0.9999909559200996,7.192783872955744e-07,-9.044120798313792e-06
rs17612126,0.999996573166079,6.843412503343416e-10,-3.426839792584539e-06
rs1699757,1.000000002157462,6.843412503343416e-10,2.1574618742632173e-09
