feature,odds_ratio,p_value,coefficient
rs2603186,5.391356419531512,5.706546346573305e-14,1.6847970080907346
rs11738888,0.2462575140495976,0.04954034730955392,-1.4013774854884833
rs80103195,0.5021716176870281,0.02471538049142885,-0.6888133498114777
rs10007474,1.9597447861843897,0.005274959668485568,0.6728142536338072
rs3929735,0.6855922894345973,0.0400655552011866,-0.3774721582107626
rs9384453,0.7423105168936897,0.006735837705772463,-0.2979876369761236
rs62621450,1.3020228898626713,0.0014226735503910515,0.2639191241715278
rs9645282,1.2901614153897987,0.001273645491912223,0.2547673387548457
rs10764584,0.8449231024196369,0.0012735885316135231,-0.16850965881967644
rs7616545,1.1556460917474871,0.016421116381922563,0.14465957436964733
rs68116314,0.8892678381474632,0.0012736450876522643,-0.1173568085881509
rs3051504,0.892105266348636,0.001273645491912223,-0.11417114176333915
rs4513384,1.120070561100731,0.001804133866794011,0.11339168430532033
rs61598514,0.9102798809416671,0.0012735605863403165,-0.0940031652842165
rs76416200,0.9279296153392877,0.002091882024735092,-0.07479939461191547
rs750382644,1.067454596009499,0.01824606526368111,0.0652769322039094
rs112845437,0.9411614347362642,0.0012736454919082263,-0.06064059753676522
rs11176673,0.9514719465427477,0.011070312629620105,-0.04974507608283892
rs192961708,0.9559242114563894,0.0012736454919111129,-0.04507664579255896
rs2405545,0.9598602316525395,0.0012736127191985691,-0.040967597148408
rs35402780,0.9641931339073891,0.001273354615425104,-0.036463658061286965
rs1435904069,1.0370359761997296,0.001273645491912223,0.03636662122009087
rs1166702,0.9671577221244884,0.0012736438750400314,-0.033393692253468624
rs3129887,0.9710253299602307,0.0012736444093757182,-0.029402724563261276
rs62026366,0.9719933323138495,0.001273645491912223,-0.028406334304640252
rs2245373,0.9732491941514523,0.03453265541281336,-0.027115120489395055
rs200184868,0.973698308385457,0.001273645491912223,-0.026653768304618092
rs13432836,0.9747771336293806,0.0012768526959923143,-0.025546415005826953
rs11266124,0.9760561971695847,0.0019508430097525675,-0.024235115159458025
rs10767055,0.9766484799531032,0.0012735735463258457,-0.023628487020937353
rs3739940,0.9776836390916113,0.0012736454919124451,-0.0225691386888634
rs10732496,0.979584035839581,0.001273645491912223,-0.020627250648204934
rs60211008,0.9802752267680842,0.0032714852627488966,-0.019921903105810417
rs1509755,0.980528386465729,0.0012720503544174644,-0.01966368275437599
rs750533750,0.9851813993625013,0.0012736454919124451,-0.014929492976407416
rs1255688776,0.9868282333370058,0.0012735568052495427,-0.013259283733987038
