feature,odds_ratio,p_value,coefficient
rs17058573,1.9477340410529445,0.00906274815729513,0.6666666666657778
rs12136409,0.717563038415282,2.5412338899855058e-11,-0.33189447678917416
rs56055628,0.7997833936594315,3.77828879294384e-11,-0.22341434590146528
rs28740929,0.8069562374675288,7.424052483884225e-10,-0.21448584084738773
rs145996041,0.8685429969438919,2.0672850098435447e-09,-0.14093818739470299
rs7654385,0.8826242450344259,2.8195223933380476e-11,-0.12485571250990535
rs13218075,0.8998244812091024,0.007609661098412435,-0.1055555555556457
rs70943648,0.9056559577938307,6.28168488336911e-08,-0.0990957825921164
rs55795718,0.949556692347656,2.5097302014387424e-10,-0.051760042931753285
rs7521458,0.9603859778622147,2.5412338899855058e-11,-0.04042001505168829
rs4026905,0.9685347534942617,1.655062309424693e-09,-0.03197091294382967
rs7738113,1.0267174099148035,2.5412338899855058e-11,0.02636673233767813
rs1541711,0.9843090505100892,0.02549949441202748,-0.015815355519702957
rs140183510,1.000113785872149,2.5412338899855058e-11,0.00011377939902772062
