feature,odds_ratio,p_value,coefficient
rs7439869,0.7839667541305829,0.0002397541612406684,-0.24338866497655054
rs1287712489,0.810818549831153,0.00022939724600856692,-0.2097109862358649
rs2793421,0.8219136154850639,0.00023622323282834756,-0.19611998009914033
rs113434922,0.843557726452591,0.00025471387992204164,-0.17012694252382737
rs201513887,0.8539300775312113,0.00022776260245027657,-0.1579059649727779
rs1061147,0.8935230138213736,0.0003333521701476272,-0.11258318777941326
rs71044328,0.9020102116440178,0.0004353322212877764,-0.10312943787049489
rs879026054,0.9049819517639839,0.0003351859412925595,-0.09984027828329894
rs769325392,0.9190227107759169,0.0006301542367632695,-0.08444444444440252
rs1794395,0.9447790766878381,0.00022776260245027657,-0.05680416010220912
rs2271682,0.9456617071135726,0.0004718733417734544,-0.05587037735965348
rs313871,0.9547349476748168,0.0002276291531024821,-0.046321518724995236
rs1233631398,0.977468871704648,0.019504033244069463,-0.022788832433101883
rs35849568,0.985099604966081,0.0019184664000453377,-0.015012521129536436
rs35740010,0.9855054536160466,0.00029004340534366513,-0.014600618547701238
