feature,odds_ratio,p_value,coefficient
rs1418403408,1.475340615490295,1.6744961603976094e-06,0.38888888888866713
rs11721168,0.7743482579687317,1.2841028240728747e-09,-0.25573356089158494
rs34845021,0.7884946980029577,9.082974372631725e-10,-0.2376295967576973
rs60461435,0.8023985034075632,6.3234546487933585e-09,-0.22014990748126123
rs199587133,1.2351429606860878,4.178115631248147e-10,0.21118672102109873
rs71036986,0.833984739099106,3.8905478838557883e-10,-0.1815401752331278
rs1900586,0.87408757210905,2.7171866312514226e-08,-0.13457471142486802
rs7585164,0.8757137162587175,0.00471931220762456,-0.13271604938293113
rs404257,0.9242963933392968,3.300422157792582e-10,-0.07872248676456957
rs2853611,0.9394964014208599,5.929507573831927e-08,-0.06241129044903424
rs2231284,1.0571277447602687,3.300422157792582e-10,0.055555555555586174
rs201258953,0.9581517235028629,3.300422157792582e-10,-0.0427491382873658
rs4911167,1.0267174099144263,3.300422157792582e-10,0.026366732337310787
rs2794753,0.9842257900008772,0.03846232610362721,-0.015899946869114952
rs59648446,1.0110966169512952,3.300422157792582e-10,0.011035501200504992
