feature,odds_ratio,p_value,coefficient
rs1418403408,1.475340615490295,2.0989195188558796e-06,0.38888888888866713
rs11721168,0.7743482579687317,8.594125411320874e-10,-0.25573356089158494
rs34845021,0.7884946980029577,2.1675799377618432e-08,-0.2376295967576973
rs60461435,0.8023985034075632,3.1560971613942e-09,-0.22014990748126123
rs199587133,1.2351429606860878,3.300422157792582e-10,0.21118672102109873
rs71036986,0.833984739099106,7.708207849788096e-09,-0.1815401752331278
rs1900586,0.87408757210905,2.1439146902224593e-08,-0.13457471142486802
rs7585164,0.8757137162587175,0.010090665449457026,-0.13271604938293113
rs404257,0.9242963933392968,3.300422157792582e-10,-0.07872248676456957
rs2853611,0.9394964014208599,5.33483030284998e-06,-0.06241129044903424
rs2231284,1.0571277447602687,6.202164061885895e-06,0.055555555555586174
rs201258953,0.9581517235028629,0.0036265095129610625,-0.0427491382873658
rs4911167,1.0267174099144263,4.941493325638646e-08,0.026366732337310787
rs59648446,1.0110966169512952,3.300422157792582e-10,0.011035501200504992
rs4366055,0.9922737450986612,0.0038960324291357207,-0.007756257044788536
rs6967746,1.0001137858724207,3.300422157792582e-10,0.00011377939929948258
