feature,odds_ratio,p_value,coefficient
rs35649980,4.953032424391944,0.026387538067814464,1.59999999999936
rs9908320,4.953032424391944,0.027457645421005594,1.59999999999936
rs6815735,0.23640237734044744,0.04119394113010366,-1.4422199370690867
rs298173,0.23640237734044744,0.04297751589218435,-1.4422199370690867
rs7334739,0.23640237734044744,0.039182146374695526,-1.4422199370690867
rs6765231,0.23640237734044744,0.03888741044443855,-1.4422199370690867
rs1259552033,0.23640237734044744,0.04186950617184659,-1.4422199370690867
rs72793633,1.5081081393002997,0.0021673478146606584,0.4108559774260351
rs2039594649,1.5081081393002997,0.0021673478146606584,0.4108559774260351
rs113971165,1.341308321689548,0.0021673478146606584,0.2936454971037451
rs2728688,1.341308321689548,0.0021673478146606584,0.2936454971037451
rs10895810,1.3357469388082672,0.015265969261618384,0.28949064011309683
rs76340447,1.3357469388082672,0.015080782018665362,0.28949064011309683
rs10840124,1.1618342427293202,0.011591176181816376,0.15000000000089264
rs532468651,1.1618342427293202,0.01140399268963832,0.15000000000089264
rs71278719,1.1119668530243618,0.0021673478146606584,0.10613038695278128
rs28736685,1.1119668530243618,0.0021673478146606584,0.10613038695278128
rs75763606,0.9785543534800293,0.0021673478146608804,-0.02167894593192515
rs2083726,0.9785543534800293,0.0021673478146608804,-0.02167894593192515
rs9369551,0.9785543534800293,0.0021673478146608804,-0.02167894593192515
rs60358286,0.9785543534800293,0.0021673478146608804,-0.02167894593192515
rs1663800581,0.9785543534800293,0.0021673478146608804,-0.02167894593192515
rs1557395390,0.9785543534800293,0.0021673478146608804,-0.02167894593192515
rs7395513,1.0046927599164146,0.0021673478146604364,0.004681783245788943
rs4669840,1.0046927599164146,0.0021673478146604364,0.004681783245788943
